Platform,Topic,Searched Text,Title,Location,URL,Hashtags,Content Type,Publisher,Publication Date,Summary,Perceived Bias,Views,Likes,Duration,Subscribers
Youtube,Gun Control,Gun control,The Daily Show - Gun Control Whoop-de-doo (ft. John Oliver),United States,https://www.youtube.com/watch?v=9pOiOhxujsE,,Video,Comedy Central,4/24/13,"Following the Senate's defeat of the Manchin-Toomey amendment, John Oliver tests the theory that government-mandated gun control doesn't work. Watch full episodes of The Daily Show now: http://on. cc. com/1zI8VsE About The Daily Show with Jon Stewart: The Daily Show with Jon Stewart was an Emmy and Peabody Award-winning program that looked at politics, pop culture, sports and entertainment through a sharp, reality-based lens. Stewart and The Best F#@king News Team Ever covered the day's top stories like no one, using footage, field reports and guest interviews to deliver fake news that was even better than the real thing. Subscribe to Comedy Central:    / @comedycentral   Watch more Comedy Central:    / comedycentral   Follow The Daily Show: Facebook:   / thedailyshow   Watch full episodes of The Daily Show: http://www. cc. com/shows/the-daily-sho. . . Follow Comedy Central: Twitter:   / comedycentral   Facebook:   / comedycentral   Instagram:   / comedycentral",In-favor,6100274,68000,321,12100000
Youtube,Gun Control,Recommended,The Daily Show - Gun Control & Political Suicide (ft. John Oliver),United States,https://www.youtube.com/watch?v=TYbY45rHj8w,,Video,Comedy Central,4/24/13,"John Oliver vows that never again will a political career end in a senseless act of meaningful legislation. Watch full episodes of The Daily Show now: http://on. cc. com/1zI8VsE About The Daily Show with Jon Stewart: The Daily Show with Jon Stewart was an Emmy and Peabody Award-winning program that looked at politics, pop culture, sports and entertainment through a sharp, reality-based lens. Stewart and The Best F#@king News Team Ever covered the day's top stories like no one, using footage, field reports and guest interviews to deliver fake news that was even better than the real thing. Subscribe to Comedy Central:    / @comedycentral   Watch more Comedy Central:    / comedycentral   Follow The Daily Show:Facebook:   / thedailyshow   Watch full episodes of The Daily Show: http://www. cc. com/shows/the-daily-sho. . . Follow Comedy Central: Twitter:   / comedycentral   Facebook:   / comedycentral   Instagram:   / comedycentral",In-favor,4282454,40000,384,12100000
Youtube,Gun Control,Recommended,"The Daily Show - John Oliver's Australia & Gun Control's Aftermath",United States,https://www.youtube.com/watch?v=mVuspKSjfgA,,Video,Comedy Central,4/26/13,"John Oliver learns that it's pointless for America to study the Australian gun control experience because the situations are just too similar. Watch full episodes of The Daily Show now: http://on. cc. com/1zI8VsE About The Daily Show with Jon Stewart: The Daily Show with Jon Stewart was an Emmy and Peabody Award-winning program that looked at politics, pop culture, sports and entertainment through a sharp, reality-based lens. Stewart and The Best F#@king News Team Ever covered the day's top stories like no one, using footage, field reports and guest interviews to deliver fake news that was even better than the real thing. Subscribe to Comedy Central:    / @comedycentral   Watch more Comedy Central:    / comedycentral   Follow The Daily Show: Facebook:   / thedailyshow   Watch full episodes of The Daily Show: http://www. cc. com/shows/the-daily-sho. . . Follow Comedy Central: Twitter:   / comedycentral   Facebook:   / comedycentral   Instagram:   / comedycentral",In-favor,4113695,36000,400,12100000
Youtube,Gun Control,Recommended,Gun Control Abroad vs. The United States | The Daily Show,United States,https://www.youtube.com/watch?v=lZeybIsnav4,#dailyshow #comedy,Video,The Daily Show,6/29/23,"The Daily Show correspondents John Oliver, Michael Kosta, and Roy Wood Jr. travel the world to find out why Americans are obsessed with guns, and what Australia, Switzerland, and the U. K. are doing right in the fight against gun violence. #dailyshow  #comedy  Subscribe to The Daily Show: / @thedailyshow    Follow The Daily Show: Twitter:   / thedailyshow   Facebook:   / thedailyshow   Instagram:   / thedailyshow   Stream full episodes of The Daily Show on Paramount+: http://www. paramountplus. com/? ftag=PP.. . Follow Comedy Central: Twitter:   / comedycentral   Facebook:   / comedycentral   Instagram:   / comedycentral   Watch full episodes of The Daily Show: https://www. cc. com/shows/the-daily-show About The Daily Show: For over twenty-five years, the groundbreaking, Emmy and Peabody award-winning The Daily Show has entertained audiences each night with hilarious, provocative and insightful satire about our society that helps make sense of the world. The Daily Show redefined the late night show category on TV and, with an audience of over 44M across social media platforms, has become a launching pad for some of the biggest stars in entertainment. This next chapter of this iconic  franchise showcases its diverse news team of correspondents and contributors, including Ronny Chieng, Michael Kosta, Desi Lydic, Dulcé Sloan, Roy Wood Jr. , Lewis Black and Jordan Klepper, comedy greats as guests hosts, and interviews with influential and emerging voices from across society. The Daily Show airs weeknights at 11/10c on Comedy Central.",In-favor,1444881,23000,1294,12200000
Youtube,Gun Control,Recommended,Jordan Klepper Sneaks Into America's Biggest Gun Show | The Daily Show,United States,https://www.youtube.com/watch?v=LmJkxCpSKMY, #JordanKlepper #DailyShow #Comedy,Video,The Daily Show,4/18/23,"#JordanKlepper #DailyShow #Comedy Jordan Klepper heads to the world’s largest gun show in Tulsa, Oklahoma, to investigate America’s unique obsession with guns and how gun companies are targeting the youth. #DailyShow #JordanKlepper #Comedy  Subscribe to The Daily Show: / @thedailyshow    Follow The Daily Show: Twitter:   / thedailyshow   Facebook:   / thedailyshow   Instagram:   / thedailyshow   Stream full episodes of The Daily Show on Paramount+: http://www. paramountplus. com/? ftag=PP. .. Follow Comedy Central: Twitter:   / comedycentral   Facebook:   / comedycentral   Instagram:   / comedycentral   Watch full episodes of The Daily Show: https://www. cc. com/shows/the-daily-show About The Daily Show: For over twenty-five years, the groundbreaking, Emmy and Peabody award-winning The Daily Show has entertained audiences each night with hilarious, provocative and insightful satire about our society that helps make sense of the world. The Daily Show redefined the late night show category on TV and, with an audience of over 44M across social media platforms, has become a launching pad for some of the biggest stars in entertainment. This next chapter of this iconic  franchise showcases its diverse news team of correspondents and contributors, including Ronny Chieng, Michael Kosta, Desi Lydic, Dulcé Sloan, Roy Wood Jr. , Lewis Black and Jordan Klepper, comedy greats as guests hosts, and interviews with influential and emerging voices from across society. The Daily Show airs weeknights at 11/10c on Comedy Central.",In-favor,2366626,42000,483,12200000
Youtube,Gun Control,Recommended,Jordan Klepper Solves Guns - Full Episode,United States,https://www.youtube.com/watch?v=DYLsmheaKEE,#JordanKlepper #GunViolenceAwarenessDay #WearOrange #JordanKlepper #JordanKlepperSolvesGuns #GunViolenceAwarenessDay,Video,Comedy Central,6/4/21,"#JordanKlepper #GunViolenceAwarenessDay #WearOrange From the nation's capital to the woods of Georgia and beyond, Jordan Klepper talks with lawmakers, militia members and more to solve America's gun crisis once and for all. #JordanKlepper #JordanKlepperSolvesGuns #GunViolenceAwarenessDay Learn more about National Gun Violence Awareness Day and #WearOrange weekend at http://wearorange. org. Jordan Klepper Solves Guns Original airdate: June 11, 2017 Subscribe to Comedy Central:    / @comedycentral Follow Comedy Central Stand-Up: Twitter:   / standup   Facebook:   / standup   Instagram:   / ccstandup   Watch more Comedy Central:    / comedycentral   Watch full episode of Comedy Central shows:http://www. cc. com/shows",In-favor,2421967,55000,3079,12100000
Youtube,Gun Control,Recommended,Why US gun laws get looser after mass shootings,United States,https://www.youtube.com/watch?v=BB3qNWRaxGE,,Video,Vox,7/28/22,"Congress has rarely acted. But gun laws have been changing. Subscribe and turn on notifications 🔔  so you don't miss any videos: http://goo. gl/0bsAjO  For decades, the US Congress failed to make meaningful movement on gun reform in the aftermath of mass shootings. But that weak federal response has obscured another story: that state gun laws change after mass shootings all the time. And a study found that, in Republican-controlled state legislatures, a mass shooting roughly doubles the number of laws loosening gun restrictions in the next year. In this video we look at Texas, where decades of mass shootings in the US have been met with laws that expand gun access. We spoke with Flo Rice, a survivor of the 2018 Santa Fe High School shooting, where a gunman killed 10 people. Flo was shot six times. She and her husband, Scot, became advocates for gun safety, and tried to get tighter gun laws passed in Texas. Watch the piece above to see what happened, and what their story reveals about who has power when it comes to gun policy in the US. SOURCES: Here’s the 2020 study on gun laws we reference in the video: https://www. sciencedirect. com/science. . . The Giffords Law Center to Prevent Gun Violence has lots of resources to understand gun laws in the US. We mention that the US has only had a few major federal laws enacted on guns. You can learn more about some of them here: https://giffords. org/lawcenter/gun-la. . . The Texas Tribune has lots of information on the state’s gun laws. Here is one of James Barragán’s recent articles: https://www. texastribune. org/2022/05/. . . The Texas Tribune also has this timeline that helped us develop ours:  https://apps. texastribune. org/feature. . .The Texas Political Project tracks public opinion on gun laws every few months: ​​https://texaspolitics. utexas. edu/poll. . . The RAND Corporation has been tracking gun laws across the country in their database: https://www. rand. org/pubs/tools/TLA24. . . OpenSecrets has lots of data and resources on lobbying and political contributions: https://www. opensecrets. org/news/2022. . . Chapters: The gun cycle: 00:00 The study: 1:41 Texas: 3:12 Gun laws across the US: 7:11 Make sure you never miss behind the scenes content in the Vox Video newsletter, sign up here: http://vox. com/video-newsletter Vox. com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www. vox. com Support Vox's reporting with a one-time or recurring contribution: http://vox. com/contribute-now Shop the Vox merch store: http://vox. com/store Watch our full video catalog: http://goo. gl/IZONyE Follow Vox on Facebook:   / vox   Follow Vox on Twitter:   / voxdotcom   Follow Vox on TikTok:   / voxdotcom",In-favor,1468986,39000,566,1468986
Youtube,Gun Control,Recommended,The gun solution we're not talking about,United States,https://www.youtube.com/watch?v=ENw2y0ek1Jg,,Video,Vox,9/11/19,"Universal background checks won't fix America's gun crisis. But there's something else that might. Become a Video Lab member! http://bit. ly/video-lab It seems like after every mass shooting, politicians talk about expanding background checks for gun buyers. But background checks don't actually do a great job of keeping dangerous people from getting guns. What does? A licensing system, where before you can buy a gun, you need a license from the state. Dig deeper into Massachusetts' licensing system on Vox. com: https://www. vox. com/2018/11/13/176580. . . And read the Johns Hopkins research on gun licensing: https://www. jhsph. edu/research/center. . . Vox. com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www. vox. com. Watch our full video catalog: http://goo. gl/IZONyE Follow Vox on Facebook: http://goo. gl/U2g06o Or Twitter: http://goo. gl/XFrZ5H",In-favor,4246988,109000,387,12500000
Youtube,Gun Control,Recommended,Do Studies Show Gun Control Works?,United States,https://www.youtube.com/watch?v=PgiQ-LmJGMY,,Video,ReasonTV,5/31/22,"Out of 27,900 research publications on gun laws, only 123 tested their effects rigorously. ------------------ Subscribe to our YouTube channel: https://www. youtube. com/ReasonTV? sub_. . . Like us on Facebook:   / reason. magazine   Follow us on Twitter:   / reason   Reason is the planet's leading source of news, politics, and culture from a libertarian perspective. Go to reason. com for a point of view you won't get from legacy media and old left-right opinion magazines. ---------------- After reaching historic lows in the mid-2010s, gun violence rates in America have gone up in recent years, and they remain higher than in some other parts of the developed world. There are hundreds of laws and regulations at the federal and state level that restrict Americans' access to guns, yet according to some advocates, social science research shows that a few more ""simple, commonsense"" laws could significantly reduce the number of injuries and deaths attributed to firearms. There has been a massive research effort going back decades to determine whether gun control measures work. A 2020 analysis by the RAND Corporation, a nonprofit research organization, parsed the results of 27,900 research publications on the effectiveness of gun control laws. From this vast body of work, the RAND authors found only 123 studies, or 0. 4 percent, that tested the effects rigorously. Some of the other 27,777 studies may have been useful for non-empirical discussions, but many others were deeply flawed. We took a look at the significance of the 123 rigorous empirical studies and what they actually say about the efficacy of gun control laws. The answer: nothing. The 123 studies that met RAND's criteria may have been the best of the 27,900 that were analyzed, but they still had serious statistical defects, such as a lack of controls, too many parameters or hypotheses for the data, undisclosed data, erroneous data, misspecified models, and other problems. And these glaring methodological flaws are not specific to gun control research; they are typical of how the academic publishing industry responds to demands from political partisans for scientific evidence that does not exist. Not only is the social science literature on gun control broadly useless, but it provides endless fodder for advocates who say that ""studies prove"" that a particular favored policy would have beneficial outcomes. This matters because gun laws, even if they don't accomplish their goals, have large costs. They can turn otherwise law-abiding citizens into criminals, they increase prosecutorial power and incarceration, and they exacerbate the racial and socioeconomic inequities in the criminal justice system. For full text, links, and more, go to https://reason. com/video/2022/03/31/d. . . Produced and edited by Justin Monticello. Written by Monticello and Aaron Brown. Graphics by Adani Samat and Isaac Reese. Audio production by Ian Keyser. Music: Aerial Cliff by Michele Nobler, Land of the Lion by C. K. Martin, The Plan's Working by Cooper Cannell, Thoughts by ANBR, Flight of the Inner Bird by Sivan Talmor and Yehezkel Raz, and Run by Tristan Barton. Photos: Hollandse-Hoogte/ZUMA Press/Newscom; Robin Rayne/ZUMAPRESS/Newscom; Ted Soqui/Sipa USA/Newscom; YES Market Media/Yaroslav Sabitov/YES Market Medi/Newscom; Chuck Liddy/TNS/Newscom; YES Market Media/Yaroslav Sabitov/YES Market Medi/Newscom; Brett Coomer/Rapport Press/Newscom; Martha Asencio-Rhine/ZUMAPRESS/Newscom; Jebb Harris/ZUMA Press/Newscom; John Gastaldo/ZUMA Press/Newscom; Greg Smith/ZUMA Press/Newscom; Richard Ellis/ZUMA Press/Newscom; Matthew McDermott/Polaris/Newscom; KEVIN DIETSCH/UPI/Newscom; Bill Clark/CQ Roll Call/Newscom; Michael Brochstein/ZUMAPRESS/Newscom; Sandy Macys / UPI Photo Service/Newscom; E. Jason Wambsgans/TNS/Newscom; Eye Ubiquitous/Newscom; Matthew McDermott/Polaris/Newscom",Neutral,"945,975",44000,972,1160000
Youtube,Gun Control,Recommended,Why Everyone Needs An AR-15,United States,https://www.youtube.com/watch?v=3dIsy3sZI2Y,,Video,T.REX ARMS,9/17/22,"Once again, various gun control groups are pushing for a national Assault Weapon Ban that specifically targets AR-15s. Does the AR-15 deserve all this hate? Does the argument for restricting ""military-style rifle"" ownership hold up? Isaac Botkin walks through the history of every step of small arms weapon development to see if there is a case for this. Vintage firearms kindly provided by Ethan at ilovemuzzleloading. Check out a T. REX podcast conversation with Ethan about these firearms HERE: https://tinyurl. com/2e6ntaz2 00:00 Intro 03:32 A History of Small Arms 04:08 Matchlocks 04:32 Flintlocks 08:13 Percussion 09:01 Sharps Breech Loader 11:34 Henry Lever Action Repeater 12:39 Mauser Bolt Action 14:05 M1 Garand 15:43 AK-47 18:10 M-16 19:53 AR-15 21:07 Weapons of War 22:53 Crime Prevention 23:41 Military vs. Sporting Arms 25:36 Why Everyone Needs An AR-15",In-favor,3950207,134000,1813,1710000
Youtube,Gun Control,Gun Control,Trump Just BLOCKED Gun Control for the Next Decade,United States,https://www.youtube.com/watch?v=VE9VenICKgA,,Video,Hegshot87,2/24/25,"Trump just helped to block gun for the next decade into the future. ATTENTION: All opinions shared are just that, my opinions. I'm not a lawyer nor have I ever claimed to be one I simply commentate on different scenarios to give you examples of what can happen out in the real world.",Against,213265,8900,563,407000
Youtube,Gun Control,Recommended,The BIGGEST Gun Ban in History Just Passed Leaving Gun Owners Stunned,United States,https://www.youtube.com/watch?v=PdUvCrBgXlc,,Video,Hegshot87,2/23/25,"The Biggest gun ban in US history almost just passed and then this happened. ATTENTION: All opinions shared are just that, my opinions. I'm not a lawyer nor have I ever claimed to be one I simply commentate on different scenarios to give you examples of what can happen out in the real world.",Against,530474,16000,662,407000
Youtube,Gun Control,Recommended,The Worst Gun Ban Passes The Colorado Senate,United States,https://www.youtube.com/watch?v=Xb_SkBdPOIE,,Video,Colion Noir,2/24/25,"Colorado just tried to pull one of the most backdoor anti-gun moves we’ve ever seen. Instead of outright banning AR-15s and other rifles, they tried to bureaucratize the Second Amendment into oblivion—forcing gun owners through an absurd gauntlet of restrictions, fees, and a registry. 🔹 New ""eligibility card"" requirement—fingerprints, background checks, and no time limit for approval 🔹 4 to 12-hour training course (with “victim awareness” lessons… because that’ll stop criminals) 🔹 90% pass test on firearm laws (because now our rights come with a pop quiz) 🔹 State-run gun registry—because nothing ever goes wrong with those, right? And let’s not forget—Colorado already has magazine bans, red flag laws, universal background checks… yet crime hasn’t gone anywhere. Instead of admitting their policies don’t work, they’re doubling down. But here’s where it gets interesting—even some Democrats backed out of this bill because they knew it was political suicide. They realized voters weren’t having it. And that’s exactly why we must keep the pressure on. 📢 WATCH NOW for the full breakdown—this could set the stage for anti-gun laws across the country. 💬 Drop a comment: Do you think this bill would survive a legal challenge? 👍 Like, share & subscribe—because we all know Big Tech isn’t recommending this. 🔗 CLick Here to check out the gear I use, and grab my ""I'm Guessing You're Not Here About the Alcohol or Tobacco"" merch—because sometimes, a little sarcasm says everything. ➡️ https://bit. ly/3QhZ7A6 Also, Click HERE for my favorite in-ear totally wireless hearing protection That has 6x hearing enhancement, 10 hours of use, and they're easy to use:  ➡️ https://bit. ly/3wnUOPf ➡️ 2nd Amendment Embroidered Premium Hoodies https://shop. mrcolionnoir. com/collect. . . Anti Anti-2A Social Club ➡️ https://shop. mrcolionnoir. com/collect. . . NEW Need Money For Pew Pew Collection   ➡️ https://bit. ly/3sI8qDE    New 40oz 2A Tumblers, 2A Designs, Vacuum Insulated, With Handle & Straw ➡️ https://bit. ly/3w0RzNC 📲 Subscribe to   ​⁠ @ColionNoir     Here: http://bit. ly/3OTkrgB Need Money For Guns Collection ➡️ https://bit. ly/3P0cebz ➡️ Join Our 2A Membership Club here on YOUTUBE and get these perks: / @colionnoir   ➡️ Join MY Exclusive 2A Advocacy Text List while AUTOMATICALLY being entered in our monthly 2A Giveaways https://bit. ly/3FFLHJi ➡️ Get UnApologetically 2A Content In Short-Form On YouTube & Help Protect The Second Amendment https://www. youtube. com/colionnoirsho. . . ➡️ FREE BOOK - If I Only Had One Concealed Carry https://www. mrcolionnoir. com/start-here/ Looking to help further our Pro Constitution, Pro 2A message, donate below: https://www. MrColionNoir. com/donate/ UnApologetically 2A Content Content On Other Platforms: Twitter -   / mrcolionnoir   Instagram -   / colionnoir   Facebook -   / colionnoir   Gab - https://gab. com/ColionNoir Truth Social- https://truthsocial. com/@ColionNoir Youtube Shorts - https://youtube. com/colionnoirshorts? . . . #SelfDefense #HomeDefense #SecondAmendment",Against,242123,15000,468,3020000
Youtube,Gun Control,Recommended,Colorado’s Current Status of 12 Proposed Gun Bills,United States,https://www.youtube.com/watch?v=v-zvcaN6pTg,,Video,Dragonman's,2/25/25,Email House and Senate Reps: Click link and scroll down https://wethesecondcolorado. com Track all bills: https://wethesecondcolorado. com/2025-. . . Find your district Senator and House Representative: https://leg. colorado. gov/FindMyLegisl. . . Email Gov. Polis:  gov_constituentservices@state. co. us Governorpolis@state. co. us Sign up to testify: https://www. leg. state. co. us/clics/cli. . . 1. Click desired testimony option 2. Select “By hearing item” 3. On the following screen: • Select “Insert Bill Number (find in all bills link above)” 4. Complete your info and sign-up. You will be emailed a confirmation. Updated SB3 bill text with amendment L041: https://leg. colorado. gov/sites/defaul. . . Senate Voting record (how did everyone vote on SB25-003): https://leg. colorado. gov/content/sb25. . .,Against,18685,1900,1303,274000
Youtube,Gun Control,Recommended,Colorado’s “Firearm Ban Bill” Passed The Senate: What it Means and What’s Next,United States,https://www.youtube.com/watch?v=0wftxCyCV0w,,Video,Dragonman's,2/19/25,Email House Reps: Click link and scroll down https://wethesecondcolorado. com Article by Leslie Hollywood: https://wethesecondcolorado. com/sb25-. . . Fiscal note: https://leg. colorado. gov/sites/defaul. . . Senate Voting record (how did everyone vote): https://leg. colorado. gov/content/sb25. . . Find your district Senator and House Representative: https://leg. colorado.gov/FindMyLegisl. . . Updated bill text with amendment L041: https://leg. colorado. gov/sites/defaul. . . Testify Against a Bill: https://www. leg. state. co. us/clics/cli. . . -Search by Hearing Item (SB25-003) Transcript,Against,161523,6100,1075,274000
Youtube,Gun Control,Recommended,"Colorado's Ugly Gun Ban, Gets a Lot Uglier",United States,https://www.youtube.com/watch?v=CVAVF1qooMM,,Video,Washington Gun Law,2/17/25,"Not sure what is going on in Colorado right now, but none of it is good.  Washington Gun Law President, William Kirk, discusses some amendments to Colorado SB 003, which were intended to make it better but have accomplished just the opposite.  Instead of one unconstitutional component to this bill, it now contains two, but the Governor thinks that's a good idea.  So learn more today and arm yourself with education. _____________________________________________________________________ Have a Video Idea, then Help WGL Out. https://forms. gle/GNCyRw1HRqvAmwik6  Subscribe to our Newsletter to stay up to date on all issues that affect your rights by going to https://www. washingtongunlaw. com/news. . . _________________________________________________________________________  Contact Washington Gun Law If you have any questions about this topic, or anything else related to what's left of our Second Amendment Rights, remember you can always contact us at: www. washingtongunlaw. com or call us directly at 425-765-0487.Stay safe. ",Against,88694,5400,437,440000
Youtube,Gun Control,Recommended,Trump Puts the 2A Dream Team to Make Gun Owners UNTOUCHABLE,United States,https://www.youtube.com/watch?v=hD0VsXBZB5U,,Video,Hegshot87,2/26/25,"Trump appoints yet another strong 2A defender in place and a potential other person to run the ATF. ATTENTION: All opinions shared are just that, my opinions. I'm not a lawyer nor have I ever claimed to be one I simply commentate on different scenarios to give you examples of what can happen out in the real world.",Against,1547,263,675,407000
Youtube,Gun Control,Recommended,Unanimous Decision Denies Stripping ATF & NFA of Power To Regulate Suppressors! What Happens Now?,United States,https://www.youtube.com/watch?v=DBHDLgRZtiU,,Video,"Armed Scholar",2/24/25,"In this video I break down a recent decision finding suppressor are not protected under the Second Amendment despite recent Supreme Court decisions and how its impacting more cases! 🎥 Follow Me On Other Social Media 🎥 Instagram:   / armedscholaryt   Twitter:   / armedscholaryt   Twitch:   / armedscholar   📷 My YouTube Setup 📷 Camera: (Sony A7siii) https://amzn. to/36YIe96 Lens: (Tamron 17-28) https://amzn. to/3wSPn5H Lighting: (GVM RGB) https://amzn. to/3zpDfdT Microphone: (Rode Wireless) https://amzn. to/3iBgnkU Camera Stand: (Broadcast Boom) https://amzn. to/2V7meWV Legal Disclaimer: This content is not intended to provide any legal guidance or advice. Although I am a licensed attorney I am not providing any legal advice through this video. If you have any legal questions please contact a licensed professional in your area to address your specific issues. DISCLAIMER: This video and description contains affiliate links, which means that if you click on one of the product links, I’ll receive a small commission. This helps support my channel and allows us to continue making awesome videos like this. Thank you for the support!",Against,101326,5000,546,780000
Youtube,Gun Control,Recommended,The ATF Is Being Dismantled - And No One Is Talking About It!,United States,https://www.youtube.com/watch?v=Gb4CJta_mSU,,Video,Backfire,2/25/25,"Go to http://www. hometitlelock. com/backfire and use promo code BACKFIRE250 to get a FREE title history report so you can find out if you’re already a victim AND access to your Personal Title Expert —a $250 value— when you sign up! And make sure to check out the Million Dollar TripleLock protection details when you get there! Exclusions apply. For details visit http://www. hometitlelock. com/warranty ______________________________________________ GEAR I LIKE  Hearing Protection:  https://goaxil. com/pages/gs-extreme-a. . . My favorite scopes (blog post) https://backfire. tv/scope My favorite rifles (blog post) https://backfire. tv/best-hunting-rifle/ Above links, or the pages referenced, contain affiliate links.  Commissions earned. ______________________________________________ The Backfire Youtube Channel is owned and operated by Backfire LLC, a Utah limited liability company.",Against,67702,3300,679,968000
Youtube,Gun Control,Recommended,The Most Accurate Cartridge And No One Is Using It,United States,https://www.youtube.com/watch?v=TXrZwekYePI,,Video,Backfire,9/21/24,"Fans and followers of Backfire get 20% off at https://www. gruntstyle. com. Just use discount code BACKFIRE20 at checkout. Applies to everything on the site except items on sale and gift cards. ______________________________________________ GEAR I LIKE  Hearing Protection:  https://goaxil. com/pages/gs-extreme-a.. . My favorite scopes (blog post) https://backfire. tv/scope My favorite rifles (blog post) https://backfire. tv/best-hunting-rifle/ Above links, or the pages referenced, contain affiliate links.  Commissions earned. ______________________________________________ The Backfire Youtube Channel is owned and operated by Backfire LLC, a Utah limited liability company.",Against,1108728,15000,1002,968000
Youtube,Universal Healthcare,Universal Healthcare,"Politicians Ruined a Brilliant Example of Universal Health Care | NYT Opinion",United States,Politicians Ruined a Brilliant Example of Universal Health Care | NYT Opinion - YouTube,,Video,The New York Times,12/7/23,"Imagine you’ve fallen ill. There’s fever and pain, and it doesn’t go away. A trip to the doctor’s office lands you in the emergency room. Surgery follows, then several nights in the hospital. Weeks later, after more doctor’s appointments and loads of prescription medicine, you’re all well again, fit as a fiddle. And then they let you go on your merry way, without paying a penny. That’s right: $0. If you’re living in the United States, that is probably the stuff of fantasies. But not for our cousins in Britain, thanks to one of that country’s most noble creations: the National Health Service. It was founded in 1948 to provide free health care to all residents and has proudly stood as a much-loved symbol of British identity and the welfare state. But for several years the N.H.S., which celebrated its 75th birthday last summer, has been suffering its own serious health crisis. Last winter was the worst period ever for the system. People died in their homes waiting for ambulances to arrive, and hospitals overflowed with patients, with some assigned beds jammed into corridors. Millions of Britons have waited months for surgeries, and some, unable to find an N.H.S. dentist, have resorted to pulling out their own teeth. After a decade of stagnant salaries, nurses and doctors have staged walkouts, adding to the crisis. Now, as a new winter approaches, N.H.S. staff members fear that things will get even worse.The crisis has led to calls for Britain to scrap universal health care and return to a private or hybrid health system, like in the United States and other European countries. But as the Opinion video above argues, the N.H.S.’s woes are not a function of how it’s funded but the result of something else entirely.",In-favor,320630,11000,445,4660000
Youtube,Universal Healthcare,Recommended,Would Universal Healthcare Really Work in the U.S.?,United States,https://www.youtube.com/watch?v=VmmirkyZBxY&t=16s, #healthcare #universalhealthcare,Video,Above The Noise,1/22/20,"Pretty much every rich, developed nation on the planet has universal healthcare, EXCEPT for the U. S. Should we join them, or does our current healthcare system have advantages that we don’t want to lose? SUBSCRIBE so you never miss a video! https://bit. ly/3tNKzhV  And follow us on Instagram and Twitter! / abovethenoisepbs    / atn_pbs   **How does healthcare work in the U. S. ? In the U. S. , how you want to pay for healthcare is entirely up to you, as long as you have the money. Most people choose to buy health insurance. If you’re low income or over 65, you can get it from the government, but pretty much everyone else has to buy it from companies. You pay a set amount of money every month, and in return, the insurance company pays for most of your medical bills if you get sick or hurt. You can also choose to NOT buy insurance.  If you’re young and healthy and never have to go to a doctor or a hospital, you’re gonna save money. But you’re at risk for paying a LOT of money if you DO have a medical emergency, like a car wreck or falling off your bike and breaking your arm. So, it’s a gamble. *So how does universal healthcare work? * There are a BUNCH of different ways to get universal healthcare, and every country does it a little bit differently. There’s SOCIALIZED MEDICINE, where the government owns the hospitals, and the doctors and nurses are government employees. There is SINGLE-PAYER, where doctors and hospitals are private businesses, but there is almost no private insurance. Instead, the government provides health insurance for everyone. It can also work with PRIVATE INSURANCE, where people buy it from companies, but it’s HEAVILY regulated by the government, which REQUIRES everyone to have health insurance. *What are the pros with universal healthcare? * With universal healthcare, everyone is covered, your insurance isn’t tied to your job, and it would cost less *What are the cons? * Taxes would likely go up to pay for it, the quality of care might change, and the individual would have less choice. SOURCES: Single payer healthcare: Pluses, minuses, and what it means for you (Harvard Health Publishing) https://www. health. harvard. edu/blog/s. . . The Virtues and Vices of Single-Payer Health Care (New England Journal of Medicine) https://mfprac. com/web2019/07literatu. . . International Health Care System Profiles (The Commonwealth Fund) https://international. commonwealthfun. . . The Case Against Single-Payer Health Care (reason. com) https://reason. com/2018/11/14/the-cas. . . Why Single-Payer Would Make Health Care Worse for Americans (The Heritage Foundation) https://www. heritage. org/health-care-. . . Medical Bankruptcy: Still Common Despite the Affordable Care Act (American Journal of Public Health) https://ajph. aphapublications. org/doi. . . How do US taxes compare internationally? (Tax Policy Center) https://www. taxpolicycenter. org/brief. . . Health at a Glance: OECD Indicators (OECD) https://www. oecd-ilibrary. org/docserv. . . Health System Tracker (Peterson-Kaiser Family Foundation) https://www. healthsystemtracker. org/c. . . TEACHERS: Get your students in the discussion on KQED Learn, a safe place for middle and high school students to investigate controversial topics and share their voices. https://learn. kqed. org/discussions/ About KQED KQED serves the people of Northern California with a public-supported alternative to commercial media. An NPR and PBS member station based in San Francisco, KQED is home to one of the most listened-to public radio stations in the nation, one of the highest-rated public television services, and an award-winning education program helping students and educators thrive in 21st-century classrooms. A trusted news source, leader, and innovator in interactive technology, KQED takes people of all ages on journeys of exploration — exposing them to new people, places, and ideas. #healthcare #universalhealthcare Funding for KQED’s education services is provided by the Corporation for Public Broadcasting, the Koret Foundation, the William and Flora Hewlett Foundation, the AT&T Foundation, the Crescent Porter Hale Foundation, the Silver Giving Foundation, Campaign 21 donors, and members of KQED.",In-favor,190338,6100,585,92800
